Actual,Predictions
7,"[2.0220732e-16 2.0498045e-07 6.0373120e-09 5.7310473e-08 2.4254072e-07
 3.6351879e-14 1.6648753e-14 9.9999940e-01 1.9860101e-12 1.3884627e-07]"
1,"[1.4279287e-07 9.9984229e-01 4.8214434e-07 4.7952568e-08 4.5657958e-05
 3.4211412e-06 3.9282085e-08 1.9548368e-06 4.3899427e-06 1.0149397e-04]"
8,"[3.4365794e-14 4.7321963e-16 1.0148777e-12 5.3621413e-11 7.7622013e-13
 2.6926745e-09 1.1591518e-10 2.4084914e-17 1.0000000e+00 1.9526776e-10]"
2,"[8.1621212e-12 1.6212829e-14 1.0000000e+00 9.6561491e-12 7.2083485e-13
 3.4520749e-15 1.0521284e-12 1.0926709e-11 5.7049192e-12 1.1321693e-12]"
0,"[1.0000000e+00 4.9367106e-14 2.5887159e-12 1.6311628e-13 3.0909192e-13
 2.5611297e-12 1.8501090e-10 1.7674152e-13 1.5637762e-11 7.8623559e-11]"
2,"[3.29331833e-08 5.91534842e-07 9.99961257e-01 2.98411833e-05
 1.14044425e-07 2.13312489e-07 8.83667255e-08 4.78678928e-08
 2.70261012e-06 5.15383499e-06]"
9,"[1.4828215e-09 1.1422226e-12 7.0142302e-11 1.2630491e-10 1.9144841e-06
 7.9572987e-10 6.5732537e-11 4.9104472e-09 1.5976453e-07 9.9999797e-01]"
9,"[7.4621477e-07 2.7569689e-09 3.9716731e-08 1.3602600e-01 2.0191981e-08
 6.3734775e-04 9.5748902e-09 8.8473406e-09 3.7784313e-04 8.6295795e-01]"
5,"[2.4823895e-15 1.9145136e-15 2.1599319e-15 6.2584921e-10 2.9234875e-14
 1.0000000e+00 3.0619240e-11 7.0760375e-16 8.6636436e-12 1.5129246e-09]"
5,"[3.26744426e-12 2.63160175e-12 1.16567945e-11 2.81840926e-06
 5.76463194e-13 9.99997020e-01 1.10415854e-08 5.78354977e-14
 2.09269668e-08 7.73755673e-08]"
1,"[7.7457784e-08 9.9997568e-01 1.9457681e-07 3.0910879e-08 9.8681239e-06
 8.4147052e-07 5.0490971e-08 3.2425946e-06 5.0187595e-07 9.5926580e-06]"
5,"[5.6891435e-14 1.1573998e-13 3.0109394e-12 4.9949284e-07 3.5333021e-12
 9.9999952e-01 3.4030773e-10 3.8418774e-13 4.0180198e-10 4.1570189e-08]"
6,"[3.1167297e-10 3.0892454e-13 2.4757096e-14 3.3227167e-15 4.0242094e-11
 1.6293471e-09 1.0000000e+00 1.2264829e-16 5.9318182e-11 7.3338234e-14]"
0,"[1.0000000e+00 3.9342173e-13 3.4166444e-11 4.6453436e-12 2.0416953e-13
 1.9829474e-10 6.6293793e-09 4.4211934e-12 1.9505893e-10 1.1284135e-09]"
3,"[3.7577416e-07 1.8231528e-06 3.3339043e-04 9.9964786e-01 1.1220587e-10
 1.0330879e-06 5.1178048e-11 1.4665542e-05 4.0240337e-08 7.7909755e-07]"
4,"[9.6684112e-11 1.4334751e-08 1.7614961e-09 4.3006033e-12 9.9998689e-01
 9.4011292e-11 7.4372208e-10 9.0295487e-08 3.8654605e-07 1.2614577e-05]"
4,"[6.5245268e-07 1.1613615e-04 9.8457150e-08 1.0088806e-09 9.8057944e-01
 3.0105919e-05 1.8677369e-02 1.3974319e-08 5.5709609e-04 3.9062114e-05]"
6,"[3.9954169e-09 4.3163047e-12 3.3472187e-11 1.8289775e-12 1.0241458e-11
 3.5421377e-07 9.9999964e-01 6.6591216e-16 1.0757848e-09 2.3534950e-11]"
5,"[5.3400686e-17 6.3517084e-16 2.8555987e-16 1.8566108e-09 1.5464496e-17
 1.0000000e+00 1.7087701e-12 5.8084953e-18 8.0369352e-14 1.9082690e-11]"
4,"[8.6457482e-12 1.9200613e-07 4.5294282e-10 1.6583814e-11 9.9999976e-01
 4.3359840e-09 2.7016162e-08 8.5292776e-08 4.3693329e-09 4.0715260e-08]"
6,"[3.9664583e-09 4.8164521e-13 1.8858314e-15 6.0844999e-14 5.9873622e-09
 1.3366814e-07 9.9999988e-01 7.4435434e-15 3.0999011e-08 3.9246401e-12]"
5,"[2.3205691e-14 2.3703575e-15 2.3408952e-13 7.6979219e-08 2.9598531e-16
 9.9999988e-01 6.2640618e-12 5.6355992e-14 2.7125768e-13 2.3750565e-10]"
4,"[2.3608502e-12 1.7628983e-08 1.9803054e-10 7.2491838e-14 1.0000000e+00
 1.8234323e-09 7.2946643e-10 5.9138170e-09 7.7473228e-09 2.9621358e-08]"
5,"[2.0617721e-07 2.7044696e-06 3.6854641e-07 3.5064487e-04 2.5151601e-07
 9.9899107e-01 3.3258294e-07 4.4131045e-08 9.7311386e-06 6.4454204e-04]"
1,"[2.0143864e-07 9.9997795e-01 1.9097271e-07 1.0560097e-08 1.5087374e-05
 5.2809526e-07 3.5112836e-07 3.8786234e-07 1.7997437e-06 3.5055668e-06]"
4,"[1.9464239e-12 7.7152350e-08 7.8399531e-10 2.2675426e-11 9.9999952e-01
 1.0565718e-09 9.2505581e-10 4.1499149e-07 4.8740795e-10 5.5820575e-09]"
4,"[2.8771725e-11 3.1994666e-08 5.2326549e-10 5.1066529e-11 9.9999940e-01
 6.6049655e-09 1.1654594e-08 1.7294328e-08 2.9028582e-08 5.6101561e-07]"
7,"[7.74469413e-08 1.95533557e-05 6.47971901e-05 3.17484592e-07
 3.55838949e-07 2.08166995e-09 1.12763583e-10 9.99814689e-01
 2.56845230e-08 1.00239624e-04]"
2,"[1.4605643e-09 6.0715581e-07 9.9999940e-01 6.9711663e-09 2.7809001e-12
 1.0027966e-13 4.9398878e-08 1.4219930e-08 5.2232366e-08 4.0931433e-10]"
3,"[1.3131766e-12 1.8675532e-09 1.9872997e-08 9.9999988e-01 5.2352692e-15
 1.3101864e-07 4.3261120e-13 8.3237151e-10 2.6973264e-09 2.5222094e-10]"
2,"[1.7050887e-11 1.9067482e-11 1.0000000e+00 4.1749268e-10 1.4773400e-12
 5.1267546e-13 2.4847788e-10 1.0462367e-09 7.0296395e-09 9.4314218e-12]"
7,"[1.7672167e-04 5.4533635e-03 5.1040594e-03 7.4656808e-04 1.6025506e-05
 3.6902698e-06 3.1271609e-06 9.6673834e-01 9.2620838e-05 2.1665469e-02]"
1,"[1.3111928e-06 9.9988794e-01 9.1692658e-07 1.1548222e-07 6.9800561e-05
 4.4686053e-06 6.9856361e-07 9.8001674e-06 4.1594940e-06 2.0835249e-05]"
8,"[4.8029591e-07 5.8621870e-12 1.7776177e-08 6.8144743e-08 4.1005945e-11
 5.8870512e-08 2.1141223e-06 4.3880802e-12 9.9999702e-01 2.8589795e-07]"
1,"[5.3684173e-09 9.9999952e-01 3.0605534e-09 2.2238507e-10 2.2304386e-07
 7.9622957e-09 9.5059471e-09 1.0842004e-07 1.4146755e-08 1.0055636e-07]"
8,"[6.6776797e-12 6.2378032e-13 1.1413933e-07 2.0736541e-06 2.1045794e-11
 3.0472034e-09 2.1405124e-11 1.3581158e-12 9.9999774e-01 1.6125018e-07]"
1,"[1.9738566e-08 9.9999309e-01 2.9622623e-08 3.2226013e-09 2.1611963e-06
 9.6755336e-08 5.2149192e-09 9.2387080e-07 1.5189066e-07 3.4039515e-06]"
8,"[9.5048847e-12 5.1581607e-13 8.4765570e-11 3.9482995e-08 1.2723574e-11
 5.4946192e-08 8.2788242e-11 1.4800127e-13 9.9999988e-01 1.6751986e-08]"
5,"[6.37494191e-15 4.38953100e-13 8.16721238e-16 5.99437922e-09
 1.20506725e-14 1.00000000e+00 1.38744358e-08 4.44778944e-18
 1.22509913e-08 3.17284474e-08]"
0,"[1.0000000e+00 2.0381515e-16 5.5247240e-13 1.5764806e-14 1.2104906e-13
 7.8284911e-15 4.9102341e-12 1.4727168e-13 1.8175431e-13 6.2153296e-11]"
8,"[2.11918767e-08 1.44571036e-10 4.23233537e-03 1.01068035e-01
 5.59821800e-10 1.41235603e-07 2.24096652e-07 1.29710482e-08
 8.94699156e-01 5.86779478e-08]"
9,"[3.8749142e-09 8.8035803e-12 3.4054457e-11 8.1352754e-12 9.9047920e-06
 1.1342904e-10 3.5466069e-10 4.4888759e-10 1.0481966e-07 9.9998999e-01]"
2,"[5.0008042e-10 1.2810796e-08 9.9999988e-01 2.6125510e-11 1.2650923e-12
 2.8335611e-15 1.6893972e-08 9.0890893e-08 8.9112584e-10 2.6442496e-11]"
5,"[1.6346804e-15 1.8626170e-15 5.8355098e-15 7.8144353e-08 3.0137422e-17
 9.9999988e-01 6.8608825e-12 1.9737717e-16 3.3936810e-13 4.1580631e-10]"
0,"[1.0000000e+00 6.4770128e-15 2.5218689e-13 4.8233427e-15 5.1051845e-15
 3.9579031e-13 9.8491545e-12 8.8393019e-13 9.0636925e-12 2.0916769e-12]"
1,"[1.5178202e-07 9.9935788e-01 2.1967248e-06 1.2555320e-06 1.2381232e-04
 1.0832770e-04 2.5529012e-06 8.2221464e-07 3.7317212e-05 3.6588174e-04]"
1,"[3.4680377e-06 9.9996638e-01 2.7255880e-06 3.6331173e-08 1.2560923e-05
 4.8382469e-07 8.7743445e-07 1.3264594e-06 6.6200628e-06 5.5583596e-06]"
1,"[4.57261706e-07 9.99491930e-01 4.21869590e-05 2.80750896e-07
 1.15726565e-04 9.94908874e-07 1.43250602e-08 2.38580003e-04
 1.24591479e-05 9.74167851e-05]"
0,"[1.0000000e+00 2.4790881e-14 2.2846189e-10 4.3167937e-15 4.1354541e-12
 9.4570212e-15 1.1141524e-10 2.8281529e-14 1.2775501e-10 8.1161744e-11]"
9,"[1.0285012e-08 6.3329195e-09 2.0534037e-07 1.6490377e-07 8.2040369e-06
 1.7020913e-07 6.6569084e-10 3.7412990e-06 2.6976471e-04 9.9971765e-01]"
0,"[1.0000000e+00 3.5698868e-14 7.4374146e-11 1.3787747e-12 4.3816404e-14
 5.4940771e-11 7.3956518e-12 4.5355737e-11 1.2802340e-09 1.4037319e-11]"
3,"[1.0336221e-09 3.4397522e-06 2.4520836e-05 9.9976581e-01 1.4046158e-08
 1.8342109e-04 4.1315562e-07 6.7073006e-06 3.5820708e-06 1.2158575e-05]"
1,"[2.2700644e-07 9.9999714e-01 5.0078373e-09 2.8319844e-09 2.1496014e-06
 1.2568347e-08 3.8437911e-08 1.2884196e-07 5.1545307e-08 3.6112266e-07]"
6,"[7.43490658e-10 3.58652046e-13 1.10484885e-11 1.27084026e-13
 1.54469848e-13 8.78568827e-08 9.99999881e-01 7.61906219e-18
 1.09752407e-09 3.44352883e-13]"
4,"[9.4619340e-11 2.3510102e-08 3.0488437e-10 1.2819051e-10 9.9999464e-01
 5.4289062e-09 3.4995026e-08 2.5499832e-08 1.3944168e-07 5.2816481e-06]"
2,"[6.2766311e-08 1.9108802e-05 9.9977845e-01 3.9753968e-06 8.4935570e-09
 7.5911250e-10 4.0666924e-07 1.9753388e-04 4.8490466e-07 4.6717503e-08]"
3,"[1.4379816e-12 1.2033543e-07 2.4108078e-07 9.9999964e-01 3.8636076e-13
 2.2243242e-08 1.6567144e-12 2.8396558e-09 8.3956081e-10 1.1321971e-08]"
6,"[1.2309839e-10 7.5049258e-16 1.9805125e-18 3.2304507e-17 2.5558019e-11
 4.6565682e-11 1.0000000e+00 6.1410085e-19 5.1809777e-13 7.5352311e-13]"
1,"[1.2489303e-09 1.0000000e+00 1.1124860e-09 1.2613211e-13 5.5998239e-10
 4.9819643e-10 1.0651822e-09 9.5671044e-09 1.3166900e-09 1.4614039e-09]"
1,"[2.8122047e-08 9.9994576e-01 2.9223846e-08 4.6205431e-09 1.7247805e-05
 1.1841400e-06 1.1962584e-07 6.9628271e-07 2.8167906e-07 3.4657132e-05]"
1,"[5.2818784e-08 9.9999833e-01 1.7911624e-08 1.2864149e-09 1.5149001e-07
 3.9490180e-07 3.0215031e-07 4.5498803e-07 2.3923175e-07 1.7446159e-07]"
3,"[7.8253520e-16 4.1063533e-10 1.8453583e-10 1.0000000e+00 1.8166678e-15
 2.4275732e-08 2.8493790e-13 8.1363738e-10 1.3129294e-11 5.5220045e-10]"
9,"[2.7985672e-07 2.9615222e-07 1.3328808e-05 2.0371584e-07 1.0336818e-04
 1.5255662e-07 1.1448404e-08 9.2722848e-06 3.1333161e-04 9.9955970e-01]"
5,"[8.3879251e-11 1.2059430e-11 1.5812211e-10 5.7046902e-05 1.2990833e-13
 9.9994290e-01 3.9114179e-10 4.2383822e-11 3.8624638e-11 1.0229154e-09]"
2,"[6.5958198e-12 5.0310391e-09 1.0000000e+00 4.4446105e-10 1.9043701e-12
 4.0496256e-15 7.2322079e-11 4.2784716e-08 7.0796299e-12 1.8597366e-13]"
9,"[1.1234432e-06 2.3467144e-06 1.1557891e-06 7.0461957e-04 1.7506855e-04
 4.9380636e-05 2.4043212e-07 4.1099018e-04 3.1611984e-05 9.9862337e-01]"
4,"[1.4511634e-10 2.0889490e-07 3.3429064e-09 9.2372721e-11 9.9999893e-01
 7.7269933e-09 3.8248982e-09 2.3598676e-07 1.5091713e-08 5.3814193e-07]"
5,"[4.9271980e-13 1.4945425e-11 4.0352769e-13 4.6449641e-06 1.1437717e-12
 9.9999332e-01 7.8725859e-10 2.6874661e-15 5.6909954e-07 1.4995164e-06]"
9,"[5.8232683e-11 3.3464191e-12 4.5830645e-10 3.2749126e-10 1.5606171e-08
 1.1545047e-10 1.1448288e-12 2.7641082e-07 1.1136815e-08 9.9999976e-01]"
3,"[1.0721559e-15 2.8996916e-10 4.5016761e-11 9.9999988e-01 3.9225784e-14
 1.6296546e-09 3.1436310e-14 1.9108358e-08 1.7468565e-10 1.2848794e-07]"
9,"[8.2529738e-08 4.9875624e-09 6.9062132e-08 3.7295438e-06 2.2635415e-06
 2.1753509e-08 4.5163603e-08 1.0222597e-06 1.2427956e-02 9.8756486e-01]"
0,"[1.0000000e+00 2.5499270e-13 3.0029917e-12 1.1602323e-12 8.1956211e-14
 8.8404015e-12 5.4493188e-10 6.7545112e-13 1.5170117e-11 4.3886395e-11]"
3,"[9.5967257e-21 1.3830212e-11 1.5083430e-13 1.0000000e+00 1.2411278e-19
 7.3082811e-11 1.5042079e-18 5.3340026e-13 9.7889090e-15 2.7760488e-11]"
6,"[6.3354022e-08 1.8462721e-12 4.1567483e-10 2.3783100e-12 1.5561026e-12
 6.3280299e-06 9.9998689e-01 2.6943353e-16 6.6610778e-06 2.1351761e-11]"
5,"[6.9525578e-15 9.5420701e-15 3.4855524e-15 2.7557656e-10 1.1145066e-11
 9.9999988e-01 7.9802406e-12 1.2577726e-13 3.2665784e-10 6.0741755e-08]"
5,"[3.2957955e-12 4.3096057e-14 2.6955892e-12 1.4529111e-08 1.1835598e-13
 1.0000000e+00 9.9718315e-12 5.5426116e-14 6.8528044e-11 4.6909939e-08]"
7,"[1.49867819e-05 3.91169851e-06 2.35138257e-04 2.29082027e-04
 3.79924963e-08 6.51061646e-06 2.93420896e-08 9.99482512e-01
 1.15214114e-07 2.75905022e-05]"
2,"[2.4138767e-06 4.5279205e-07 9.9965870e-01 1.5455723e-04 1.6186964e-07
 4.1573826e-06 2.1621370e-06 1.7422604e-04 2.3655136e-06 7.5190525e-07]"
2,"[4.3701539e-07 2.0028661e-07 9.9981099e-01 9.9693832e-05 9.5406540e-07
 6.0204172e-07 8.1585405e-08 2.9116974e-05 5.6809902e-05 1.0842633e-06]"
7,"[4.2696449e-10 3.2065351e-08 1.8108391e-06 5.1025802e-07 2.6419273e-09
 6.7979809e-11 1.3895243e-12 9.9998236e-01 3.8370498e-10 1.5401178e-05]"
1,"[1.76682605e-07 9.99998212e-01 1.56417940e-07 7.52858886e-11
 1.12497844e-07 7.46041451e-08 1.69061536e-07 8.03135606e-07
 1.17767158e-07 1.22090924e-07]"
2,"[1.10263472e-10 7.93213317e-09 9.99999881e-01 2.38912751e-10
 1.49226013e-14 3.39495295e-15 2.59553858e-12 5.47123555e-08
 1.31916020e-10 1.26678555e-11]"
8,"[3.1827796e-07 6.2732319e-08 1.9068312e-07 3.9988970e-07 1.7336633e-05
 1.2118698e-05 5.0805820e-06 1.8748345e-08 9.9996150e-01 3.0171291e-06]"
4,"[1.6799302e-08 7.8699509e-07 2.7756664e-07 5.9512675e-09 9.9998605e-01
 6.3427081e-09 3.1741500e-08 1.0872036e-06 3.2127866e-07 1.1393670e-05]"
1,"[1.7584642e-09 9.9999988e-01 2.0259499e-09 1.3365587e-11 3.0223102e-08
 4.3159423e-09 9.6313080e-10 1.0128459e-07 5.4221880e-09 2.4876639e-08]"
7,"[2.2915231e-07 1.5334062e-06 2.8492046e-05 3.8557828e-05 6.7104104e-08
 4.3235913e-09 4.4660953e-10 9.9903774e-01 4.9414478e-08 8.9322100e-04]"
3,"[1.1169212e-12 3.3013759e-08 3.5571239e-09 9.9999976e-01 2.7137046e-13
 1.5219850e-07 4.2316740e-12 8.1073576e-10 1.5130549e-08 1.1814650e-08]"
3,"[1.0922050e-17 7.4477209e-11 9.9378821e-12 1.0000000e+00 1.7283368e-18
 1.6885934e-10 2.7309933e-15 3.0500399e-14 1.0824011e-11 3.9591659e-12]"
8,"[1.14344034e-10 1.11296306e-10 2.56396984e-08 5.54349356e-07
 1.34219080e-09 8.12464103e-04 1.35426163e-07 1.16455630e-11
 9.99185979e-01 7.93874165e-07]"
8,"[1.7783825e-12 6.5043260e-14 6.4426042e-10 3.0955764e-08 7.6523754e-13
 1.1711479e-10 2.3872546e-11 3.5630795e-13 1.0000000e+00 1.1127725e-09]"
7,"[5.8647512e-08 7.9270822e-06 1.1685965e-05 2.1957089e-06 5.0638653e-09
 1.2957345e-09 3.3195180e-10 9.9985826e-01 2.1329143e-08 1.1971256e-04]"
9,"[6.7021901e-08 1.6044426e-10 5.5430156e-08 1.6728643e-07 7.1872605e-06
 8.8422354e-08 8.2984975e-08 2.2166894e-06 1.6247416e-04 9.9982762e-01]"
2,"[3.1790201e-08 3.3116766e-07 9.9993026e-01 7.9310105e-08 1.4391291e-10
 2.2317335e-12 1.2461925e-09 6.9281770e-05 2.5619869e-08 1.6213656e-09]"
2,"[3.80177312e-09 1.07723110e-08 1.00000000e+00 7.20518756e-09
 4.71607553e-09 1.08856466e-11 1.18449552e-08 2.66601363e-09
 4.55113369e-09 4.55983480e-11]"
4,"[1.7760339e-15 1.2862889e-10 7.3657335e-13 1.9955846e-15 1.0000000e+00
 2.0831646e-12 1.4038088e-12 2.2062174e-10 1.9577671e-11 9.7297906e-11]"
1,"[1.1975563e-08 9.9997973e-01 1.7775056e-08 1.5454308e-09 6.4039509e-06
 1.4374288e-07 1.7809162e-08 3.4981676e-07 1.2781258e-07 1.3223891e-05]"
5,"[5.8645668e-14 1.2354161e-12 1.1776063e-12 2.7563976e-07 5.0401489e-14
 9.9999964e-01 5.2455468e-10 9.6740488e-15 3.5642780e-11 7.4206461e-08]"
9,"[1.1066321e-08 4.5946072e-10 5.1208225e-08 4.2031799e-03 2.5034417e-08
 8.5770778e-05 5.6061756e-11 2.1418045e-09 3.4664624e-06 9.9570751e-01]"
8,"[6.4473611e-04 1.3218765e-07 1.6793871e-06 1.0384021e-07 1.7191199e-07
 9.8739953e-08 2.6290711e-05 1.9418636e-07 9.9880981e-01 5.1677140e-04]"
7,"[5.2642569e-12 2.1880494e-06 1.8375144e-04 3.5491661e-07 2.8112022e-06
 9.7870635e-11 1.9055015e-11 9.9980181e-01 7.3847404e-09 9.1294969e-06]"
2,"[1.7898920e-08 3.7262632e-06 9.9937302e-01 7.0794476e-07 2.0104300e-09
 4.9454753e-11 2.1031394e-08 6.2053336e-04 2.0652797e-06 4.0955936e-09]"
3,"[2.1962939e-12 7.2422307e-07 8.9244857e-08 9.9999428e-01 3.3743262e-12
 4.5597512e-06 2.3739901e-12 1.8831973e-07 9.2340979e-10 7.8365417e-08]"
0,"[1.0000000e+00 1.0971671e-15 7.0217719e-13 3.2917120e-12 3.3069220e-12
 3.9351220e-11 8.0224632e-10 6.9819306e-14 1.9648233e-10 1.2089311e-09]"
4,"[4.5477531e-08 1.3738543e-03 4.0435448e-02 1.4967230e-09 9.5787233e-01
 4.3710571e-07 2.0247120e-04 1.1107963e-04 4.3825635e-06 8.2381547e-08]"
4,"[1.9849594e-11 5.1963202e-08 8.7833404e-12 1.2110108e-12 9.9999988e-01
 1.8199599e-10 1.7856100e-10 8.6403834e-10 3.2482564e-10 1.2253754e-07]"
2,"[4.2958423e-08 2.4742272e-04 9.9972981e-01 4.1691388e-09 6.4009818e-08
 4.4760094e-12 3.8198689e-08 2.2385260e-05 1.5706279e-08 2.2925049e-07]"
4,"[3.1629135e-08 1.8975852e-05 6.7731882e-08 3.6036205e-08 9.9959451e-01
 9.0650154e-08 5.9547557e-07 3.8914891e-06 6.9002735e-06 3.7488993e-04]"
1,"[8.4460129e-07 9.9875772e-01 3.4988625e-06 2.6850500e-07 7.6594093e-04
 1.0227696e-05 2.7273322e-06 4.1668791e-06 6.7643573e-06 4.4781365e-04]"
9,"[2.5898580e-11 1.1308183e-12 3.7279923e-12 3.6418233e-11 2.7100086e-08
 7.9131986e-13 1.0851953e-12 2.7773863e-09 1.5831450e-08 1.0000000e+00]"
5,"[1.8480770e-14 9.4273093e-14 7.6752363e-13 7.7267614e-06 1.1447574e-15
 9.9999225e-01 1.1373687e-11 5.8082628e-14 2.2026239e-12 5.1026472e-10]"
7,"[2.3033314e-07 5.6187766e-08 3.0470886e-05 4.4978457e-05 4.2464943e-09
 2.5544058e-09 1.0484235e-10 9.9954420e-01 1.8446599e-08 3.8008962e-04]"
7,"[1.4459607e-07 1.8801384e-05 5.4531545e-05 1.5972102e-05 2.2544612e-08
 4.7267051e-10 4.9056670e-10 9.9906892e-01 1.3006729e-07 8.4156834e-04]"
2,"[3.8040890e-09 4.3364755e-05 9.9991095e-01 1.8419379e-10 9.8193642e-10
 3.4389435e-13 1.0910701e-07 4.5521050e-05 5.1793809e-09 9.4829762e-09]"
8,"[7.49646034e-08 9.45337031e-10 1.47710750e-07 6.16435955e-07
 1.06789765e-10 2.82549195e-07 2.45673755e-06 1.17163475e-11
 9.99996424e-01 1.18285897e-08]"
2,"[1.3500480e-08 5.3634995e-08 9.9998856e-01 4.3923101e-06 1.3933620e-09
 3.1195785e-10 1.2606263e-09 7.0228557e-06 1.9014477e-09 1.2502394e-08]"
6,"[6.2960845e-01 1.7025179e-09 3.2859360e-09 4.7141480e-08 2.3481632e-06
 4.4822968e-03 3.6563164e-01 1.8965194e-09 2.5907464e-04 1.6127115e-05]"
8,"[1.7754881e-12 2.1263126e-14 1.2510516e-10 3.0754169e-10 5.2774733e-13
 9.4788559e-11 1.0363429e-11 2.9978078e-15 1.0000000e+00 1.5613936e-09]"
5,"[1.1384743e-12 3.0536301e-10 5.5976511e-14 7.4665047e-07 5.8014861e-13
 9.9999928e-01 1.8551738e-11 6.4784448e-14 2.6602769e-09 8.9652508e-09]"
7,"[5.0732551e-09 6.4360069e-07 8.3236621e-08 8.7300464e-08 1.2893673e-07
 1.0173213e-09 2.9643749e-11 9.9999237e-01 1.3108714e-09 6.6844882e-06]"
7,"[2.4556051e-08 8.0965765e-07 7.6551203e-07 1.3815007e-06 5.0880882e-08
 3.3897304e-10 5.1663930e-11 9.9975103e-01 4.3600634e-09 2.4586986e-04]"
9,"[4.49570409e-10 3.32165584e-08 1.89482545e-08 9.07655007e-10
 3.78436416e-05 1.16881727e-10 1.00928346e-11 1.15394123e-07
 7.75658009e-07 9.99961138e-01]"
1,"[4.2988411e-08 9.9999654e-01 2.0151916e-08 2.5162823e-09 2.7415622e-06
 2.9512753e-08 5.1691384e-08 2.1079155e-07 1.4127173e-07 1.7074588e-07]"
8,"[1.1697334e-02 2.5989647e-07 2.1079501e-05 8.7608903e-04 3.7760878e-05
 2.1283706e-03 6.5245823e-04 3.5323342e-07 9.8430634e-01 2.7995708e-04]"
1,"[1.4798071e-07 9.9999428e-01 5.7202691e-09 1.1890425e-09 4.9359733e-06
 4.2399975e-08 8.0545618e-08 8.1894434e-08 5.8199472e-08 4.7436720e-07]"
8,"[4.7132222e-08 4.5390069e-10 1.1530032e-04 7.5624818e-03 5.4369426e-08
 1.5834274e-02 1.4547663e-06 9.3133181e-09 9.7541159e-01 1.0747105e-03]"
0,"[1.0000000e+00 6.7451355e-14 6.7447603e-11 6.5210559e-11 7.1229356e-11
 2.6792560e-10 3.0835885e-09 6.3852743e-11 9.5279882e-09 4.7235044e-08]"
3,"[6.18100425e-19 1.16837755e-11 1.29394827e-13 9.99999166e-01
 7.20471535e-20 7.96694053e-07 1.90510669e-15 1.25880065e-14
 8.94884210e-14 7.41653483e-13]"
0,"[1.0000000e+00 3.7147672e-13 7.5692872e-12 4.9072378e-12 2.9064289e-11
 3.9184721e-11 2.6910520e-09 9.2499131e-13 3.0280548e-10 9.3855268e-10]"
1,"[2.1621944e-09 9.9999475e-01 3.7129841e-09 1.9950426e-10 2.1891042e-06
 2.1207711e-08 2.7389162e-09 1.1514483e-07 1.2845254e-08 2.9251075e-06]"
9,"[6.0703748e-11 8.4177463e-14 4.4092764e-11 1.0498285e-08 8.5737799e-09
 1.2143806e-11 4.2124329e-12 2.9682510e-09 6.6141270e-06 9.9999344e-01]"
9,"[1.2623951e-12 3.7811225e-15 6.2947683e-13 3.7511488e-10 1.6905689e-10
 1.3027505e-13 9.5546739e-15 8.6507401e-10 7.9454093e-10 1.0000000e+00]"
4,"[1.2022756e-13 6.1894112e-10 2.0418891e-13 3.3146713e-14 9.9999952e-01
 8.6989088e-12 8.3974605e-11 5.6778054e-10 1.3495979e-10 4.3614426e-07]"
1,"[4.1955914e-08 9.9999833e-01 1.2097115e-08 9.1483743e-10 1.0893580e-06
 8.7971221e-09 5.0400493e-09 2.6335502e-07 4.1519190e-08 1.6503992e-07]"
8,"[2.8350761e-10 6.9239957e-12 1.0992868e-07 2.2131900e-08 1.1260807e-08
 2.0903794e-09 1.6801435e-10 5.4852095e-10 9.9999964e-01 2.3220912e-07]"
2,"[9.0739560e-10 2.0344858e-11 9.9999964e-01 1.6882523e-09 7.9987812e-13
 7.8176823e-12 8.9138963e-09 1.2723737e-08 3.8512951e-07 2.3442078e-11]"
1,"[1.0709855e-08 9.9999321e-01 6.1580323e-08 1.3221620e-09 1.9784745e-06
 8.4048558e-08 9.7626005e-09 9.0562327e-07 3.9209485e-08 3.6180115e-06]"
2,"[5.3971402e-08 6.2094527e-06 9.9999261e-01 4.7457344e-10 3.2166183e-09
 5.8225544e-13 4.1514362e-08 1.0939700e-06 4.0483030e-09 1.1592555e-07]"
9,"[8.1400026e-11 1.8381576e-13 3.8621883e-12 3.6529543e-11 5.3061822e-08
 3.7924083e-13 2.0002625e-13 4.7010773e-09 6.5529568e-09 1.0000000e+00]"
7,"[1.3743916e-10 3.5651916e-04 3.9810593e-06 9.6939730e-06 5.0796589e-06
 2.7503527e-10 2.7114075e-10 9.9953485e-01 2.8021468e-08 8.9978595e-05]"
5,"[4.9541588e-13 7.4423806e-13 4.3216688e-14 6.3622771e-08 1.0782187e-12
 9.9999905e-01 8.3375323e-10 3.9120530e-15 2.0875344e-08 8.4995077e-07]"
9,"[3.1760695e-11 3.5976003e-14 1.0301615e-11 5.1343951e-12 2.9690875e-06
 1.5464194e-12 1.5382061e-12 4.7604440e-09 2.9290119e-09 9.9999702e-01]"
2,"[1.2977049e-11 1.9626806e-10 9.9999988e-01 1.3153796e-09 3.2974532e-13
 2.6889003e-14 4.3473766e-10 6.6888106e-08 2.0110262e-10 3.2526297e-12]"
6,"[3.1688632e-08 1.7188527e-09 2.4722735e-10 6.0528421e-13 1.5859984e-10
 8.4648455e-06 9.9998987e-01 8.8975602e-15 1.6926023e-06 1.1521468e-09]"
4,"[2.6696757e-08 1.7486736e-06 3.9028027e-06 6.4416454e-08 9.9681491e-01
 1.2079032e-07 4.1912331e-09 2.8914053e-03 2.1874821e-07 2.8761552e-04]"
